Fq (MHz),Relative Power,?,Radial Velocity (km/s)
1419.566406,0.036356,0.000465,78.139725
1419.567578,0.036224,0.000466,77.753654
1419.56875,0.036239,0.000466,77.729324
1419.569922,0.036328,0.000466,77.994499
1419.571094,0.03627,0.000464,78.218414
1419.572266,0.036198,0.000463,78.182106
1419.573437,0.036249,0.000464,78.165169
1419.574609,0.036207,0.000464,78.016472
1419.575781,0.036183,0.000464,77.901413
1419.576953,0.036241,0.000465,77.981781
1419.578125,0.036241,0.000464,78.035568
1419.579297,0.036323,0.000463,78.371933
1419.580469,0.036443,0.000464,78.554886
1419.581641,0.036335,0.000465,78.187256
1419.582813,0.036211,0.000465,77.914757
1419.583984,0.036192,0.000464,78.053116
1419.585156,0.036198,0.000464,78.006615
1419.586328,0.036174,0.000465,77.744247
1419.5875,0.036193,0.000465,77.7948
1419.588672,0.036269,0.000464,78.144028
1419.589844,0.036187,0.000464,78.026024
1419.591016,0.036106,0.000465,77.597145
1419.592187,0.036115,0.000465,77.592804
1419.593359,0.036194,0.000464,78.056839
1419.594531,0.036188,0.000462,78.332321
1419.595703,0.036145,0.000463,78.128098
1419.596875,0.036154,0.000465,77.825226
1419.598047,0.036122,0.000466,77.531685
1419.599219,0.036092,0.000465,77.608444
1419.600391,0.036117,0.000464,77.905167
1419.601562,0.036158,0.000463,78.025551
1419.602734,0.03617,0.000463,78.100662
1419.603906,0.036171,0.000463,78.169312
1419.605078,0.036129,0.000463,78.087479
1419.60625,0.036115,0.000463,78.005455
1419.607422,0.036165,0.000462,78.214363
1419.608594,0.036174,0.000463,78.20594
1419.609766,0.036139,0.000464,77.844185
1419.610937,0.03609,0.000466,77.39521
1419.612109,0.036078,0.000466,77.484406
1419.613281,0.036124,0.000464,77.778946
1419.614453,0.036173,0.000465,77.848946
1419.615625,0.03615,0.000463,78.022911
1419.616797,0.036128,0.000463,78.041313
1419.617969,0.036067,0.000463,77.840134
1419.619141,0.036033,0.000463,77.814812
1419.620312,0.036165,0.000463,78.029221
1419.621484,0.036293,0.000464,78.221985
1419.622656,0.036284,0.000463,78.296822
1419.623828,0.036187,0.000464,78.020927
1419.625,0.036119,0.000465,77.595772
1419.626172,0.036158,0.000465,77.720032
1419.627344,0.036217,0.000464,77.976433
1419.628516,0.036127,0.000465,77.706474
1419.629688,0.036063,0.000464,77.761879
1419.630859,0.036097,0.000462,78.06945
1419.632031,0.036161,0.000464,77.955826
1419.633203,0.036278,0.000465,77.985741
1419.634375,0.036247,0.000466,77.867317
1419.635547,0.036093,0.000464,77.756409
1419.636719,0.036085,0.000464,77.769669
1419.637891,0.036235,0.000465,77.876884
1419.639062,0.036321,0.000466,77.979111
1419.640234,0.036373,0.000465,78.230949
1419.641406,0.036411,0.000464,78.397202
1419.642578,0.03638,0.000464,78.32489
1419.64375,0.036291,0.000465,78.035156
1419.644922,0.036311,0.000465,78.029884
1419.646094,0.03628,0.000466,77.918922
1419.647266,0.036225,0.000465,77.955612
1419.648438,0.036182,0.000464,78.048698
1419.649609,0.036249,0.000464,78.17939
1419.650781,0.036288,0.000464,78.137405
1419.651953,0.036324,0.000465,78.079376
1419.653125,0.036324,0.000465,78.074242
1419.654297,0.036332,0.000465,78.060791
1419.655469,0.036315,0.000466,77.939705
1419.656641,0.036304,0.000467,77.673035
1419.657812,0.036379,0.000468,77.71714
1419.658984,0.036357,0.000468,77.693794
1419.660156,0.036291,0.000468,77.625938
1419.661328,0.03634,0.000467,77.890419
1419.6625,0.036364,0.000466,77.999474
1419.663672,0.036397,0.000467,78.002831
1419.664844,0.036435,0.000467,77.952637
1419.666016,0.03638,0.000468,77.80925
1419.667187,0.036326,0.000467,77.704773
1419.668359,0.036349,0.000466,77.985031
1419.669531,0.03637,0.000466,78.046173
1419.670703,0.036361,0.000467,77.887169
1419.671875,0.036349,0.000468,77.709633
1419.673047,0.036365,0.000469,77.591782
1419.674219,0.036368,0.000468,77.675392
1419.675391,0.036425,0.000467,77.923798
1419.676563,0.036434,0.000467,77.992523
1419.677734,0.036477,0.000467,78.180679
1419.678906,0.036494,0.000467,78.169601
1419.680078,0.036559,0.000468,78.04953
1419.68125,0.036583,0.000469,77.956619
1419.682422,0.036491,0.00047,77.679504
1419.683594,0.036462,0.00047,77.602715
1419.684766,0.036555,0.00047,77.839493
1419.685937,0.03662,0.00047,77.990608
1419.687109,0.036566,0.000471,77.689415
1419.688281,0.036618,0.000471,77.803841
1419.689453,0.036707,0.00047,78.170959
1419.690625,0.036698,0.000469,78.167671
1419.691797,0.036703,0.00047,78.033699
1419.692969,0.036817,0.000471,78.144791
1419.694141,0.036882,0.000471,78.337914
1419.695312,0.036845,0.000471,78.172791
1419.696484,0.036771,0.000473,77.8022
1419.697656,0.036767,0.000472,77.856209
1419.698828,0.036776,0.000471,78.024368
1419.7,0.036762,0.000471,77.988487
1419.701172,0.036678,0.000472,77.648529
1419.702344,0.036701,0.000474,77.423424
1419.703516,0.036735,0.000473,77.606331
1419.704687,0.036766,0.000472,77.92749
1419.705859,0.036863,0.000472,78.049477
1419.707031,0.037009,0.000473,78.197632
1419.708203,0.037079,0.000473,78.350792
1419.709375,0.036943,0.000474,77.929649
1419.710547,0.036925,0.000474,77.871979
1419.711719,0.036981,0.000473,78.133636
1419.712891,0.036871,0.000474,77.75898
1419.714062,0.0368,0.000475,77.491135
1419.715234,0.0369,0.000475,77.75872
1419.716406,0.037013,0.000474,78.166443
1419.717578,0.036992,0.000474,78.092072
1419.71875,0.0369,0.000474,77.9161
1419.719922,0.036903,0.000474,77.924355
1419.721094,0.036936,0.000474,77.879082
1419.722266,0.03704,0.000474,78.089455
1419.723438,0.037084,0.000475,78.096252
1419.724609,0.037058,0.000475,78.037895
1419.725781,0.037079,0.000475,78.015968
1419.726953,0.037085,0.000477,77.72773
1419.728125,0.037036,0.000477,77.564941
1419.729297,0.037119,0.000477,77.809547
1419.730469,0.037274,0.000477,78.13752
1419.731641,0.037186,0.000477,77.894562
1419.732812,0.037151,0.000478,77.79538
1419.733984,0.037274,0.000477,78.159531
1419.735156,0.037303,0.000477,78.186523
1419.736328,0.037182,0.000477,77.886108
1419.7375,0.037137,0.000478,77.697815
1419.738672,0.037322,0.000479,77.992722
1419.739844,0.037495,0.00048,78.170189
1419.741016,0.037394,0.000479,78.04274
1419.742188,0.037305,0.000478,78.077141
1419.743359,0.037358,0.000477,78.257118
1419.744531,0.037382,0.000478,78.144234
1419.745703,0.037429,0.00048,77.98893
1419.746875,0.037472,0.000481,77.980865
1419.748047,0.037448,0.000481,77.909714
1419.749219,0.037477,0.000481,77.969856
1419.750391,0.037515,0.000481,77.960701
1419.751562,0.037502,0.000482,77.835159
1419.752734,0.037435,0.00048,77.92144
1419.753906,0.037442,0.000479,78.121819
1419.755078,0.037499,0.000479,78.211754
1419.75625,0.037619,0.00048,78.296982
1419.757422,0.037647,0.000481,78.199661
1419.758594,0.037603,0.000482,77.969131
1419.759766,0.037602,0.000483,77.893723
1419.760937,0.037557,0.000483,77.810005
1419.762109,0.037659,0.000483,77.998726
1419.763281,0.037697,0.000482,78.199242
1419.764453,0.037619,0.000482,78.048798
1419.765625,0.037635,0.000483,77.853195
1419.766797,0.037802,0.000484,78.096687
1419.767969,0.037849,0.000484,78.127808
1419.769141,0.037824,0.000485,77.948891
1419.770313,0.037782,0.000485,77.867188
1419.771484,0.03779,0.000486,77.793686
1419.772656,0.037761,0.000487,77.600655
1419.773828,0.037774,0.000486,77.682205
1419.775,0.037859,0.000486,77.839073
1419.776172,0.038032,0.000487,78.173851
1419.777344,0.037995,0.000487,78.018524
1419.778516,0.037857,0.000486,77.88768
1419.779687,0.037885,0.000486,78.026184
1419.780859,0.038076,0.000488,78.022881
1419.782031,0.03823,0.000489,78.196106
1419.783203,0.038156,0.000488,78.118385
1419.784375,0.03806,0.000488,77.988434
1419.785547,0.038095,0.000489,77.982613
1419.786719,0.0381,0.000489,77.901299
1419.787891,0.038075,0.000489,77.920341
1419.789062,0.037992,0.000489,77.74826
1419.790234,0.037952,0.000489,77.600075
1419.791406,0.038013,0.000489,77.686127
1419.792578,0.038157,0.000488,78.12587
1419.79375,0.038256,0.00049,78.084045
1419.794922,0.038205,0.000492,77.685318
1419.796094,0.038136,0.000492,77.453789
1419.797266,0.038171,0.000491,77.707237
1419.798437,0.038224,0.000489,78.129593
1419.799609,0.038173,0.00049,77.949516
1419.800781,0.038216,0.000492,77.731468
1419.801953,0.038309,0.000492,77.873917
1419.803125,0.038426,0.000492,78.179344
1419.804297,0.038436,0.000491,78.218941
1419.805469,0.038388,0.000492,78.085472
1419.806641,0.03838,0.000493,77.834618
1419.807812,0.038466,0.000493,78.012215
1419.808984,0.038492,0.000492,78.298019
1419.810156,0.038431,0.000492,78.18222
1419.811328,0.038453,0.000491,78.268158
1419.8125,0.038546,0.000492,78.384483
1419.813672,0.038579,0.000493,78.190056
1419.814844,0.038476,0.000494,77.92643
1419.816016,0.03845,0.000494,77.866508
1419.817188,0.03851,0.000494,77.974335
1419.818359,0.038556,0.000495,77.916931
1419.819531,0.038558,0.000496,77.815186
1419.820703,0.038565,0.000494,78.022774
1419.821875,0.038577,0.000493,78.173233
1419.823047,0.03855,0.000494,78.072121
1419.824219,0.038589,0.000496,77.810074
1419.825391,0.038675,0.000497,77.842606
1419.826562,0.038753,0.000496,78.099586
1419.827734,0.038748,0.000497,78.021217
1419.828906,0.038699,0.000497,77.890656
1419.830078,0.038704,0.000498,77.731819
1419.83125,0.038782,0.000498,77.812531
1419.832422,0.03877,0.000498,77.791542
1419.833594,0.038719,0.000498,77.695023
1419.834766,0.038658,0.000498,77.636604
1419.835938,0.03874,0.000498,77.74868
1419.837109,0.038851,0.000499,77.913055
1419.838281,0.038816,0.000499,77.751671
1419.839453,0.038716,0.0005,77.503746
1419.840625,0.038671,0.000499,77.42749
1419.841797,0.038818,0.000499,77.761513
1419.842969,0.039043,0.0005,78.161346
1419.844141,0.039012,0.0005,77.968544
1419.845312,0.038925,0.0005,77.836777
1419.846484,0.038901,0.0005,77.810822
1419.847656,0.038936,0.0005,77.832634
1419.848828,0.038875,0.000501,77.657211
1419.85,0.038901,0.000501,77.652451
1419.851172,0.038994,0.000501,77.81414
1419.852344,0.039065,0.000501,78.009094
1419.853516,0.03908,0.000501,77.926613
1419.854687,0.039111,0.000503,77.798706
1419.855859,0.039136,0.000503,77.845306
1419.857031,0.039089,0.000503,77.684235
1419.858203,0.039028,0.000503,77.624863
1419.859375,0.038978,0.000502,77.693306
1419.860547,0.038972,0.000502,77.61039
1419.861719,0.039012,0.000503,77.597603
1419.862891,0.03912,0.000504,77.617363
1419.864063,0.039197,0.000503,77.855637
1419.865234,0.039251,0.000502,78.127487
1419.866406,0.039319,0.000503,78.145668
1419.867578,0.039322,0.000504,78.095177
1419.86875,0.039347,0.000505,77.986877
1419.869922,0.039336,0.000506,77.794609
1419.871094,0.039267,0.000506,77.552711
1419.872266,0.039261,0.000507,77.469315
1419.873437,0.039236,0.000506,77.596748
1419.874609,0.03923,0.000505,77.718384
1419.875781,0.039268,0.000506,77.60524
1419.876953,0.039295,0.000507,77.507469
1419.878125,0.039298,0.000506,77.635132
1419.879297,0.039292,0.000505,77.765541
1419.880469,0.039317,0.000504,77.948898
1419.881641,0.039287,0.000505,77.86055
1419.882812,0.039204,0.000507,77.331223
1419.883984,0.039357,0.000509,77.346855
1419.885156,0.039527,0.000508,77.764938
1419.886328,0.039585,0.000507,78.043922
1419.8875,0.039564,0.000507,77.987717
1419.888672,0.03952,0.000508,77.763504
1419.889844,0.039478,0.000508,77.704597
1419.891016,0.03945,0.000508,77.636902
1419.892187,0.039559,0.000508,77.872055
1419.893359,0.039606,0.000508,78.037552
1419.894531,0.039656,0.000506,78.3283
1419.895703,0.039607,0.000507,78.147873
1419.896875,0.039551,0.000508,77.902634
1419.898047,0.039576,0.000507,78.044945
1419.899219,0.039668,0.000507,78.284424
1419.900391,0.039773,0.000507,78.392273
1419.901562,0.039766,0.00051,77.945961
1419.902734,0.039821,0.000512,77.851303
1419.903906,0.03976,0.000509,78.039467
1419.905078,0.039735,0.000509,78.039215
1419.90625,0.03976,0.000509,78.090866
1419.907422,0.039654,0.000509,77.87542
1419.908594,0.039709,0.000511,77.764847
1419.909766,0.039705,0.000512,77.556725
1419.910938,0.039669,0.000511,77.601875
1419.912109,0.039706,0.00051,77.915276
1419.913281,0.039705,0.00051,77.79216
1419.914453,0.039755,0.000511,77.872086
1419.915625,0.039873,0.00051,78.225174
1419.916797,0.039947,0.00051,78.26194
1419.917969,0.039989,0.000512,78.114754
1419.919141,0.039908,0.000513,77.803749
1419.920312,0.039915,0.000513,77.865021
1419.921484,0.039971,0.000511,78.206398
1419.922656,0.04004,0.000511,78.369095
1419.923828,0.039938,0.000511,78.156891
1419.925,0.039824,0.00051,78.089264
1419.926172,0.03982,0.000511,77.979645
1419.927344,0.039892,0.000512,77.93174
1419.928516,0.039852,0.000511,77.92054
1419.929688,0.039762,0.000512,77.63829
1419.930859,0.039808,0.000514,77.459717
1419.932031,0.039941,0.000514,77.762192
1419.933203,0.04001,0.000514,77.787216
1419.934375,0.039955,0.000515,77.566925
1419.935547,0.039857,0.000515,77.396484
1419.936719,0.03983,0.000515,77.272263
1419.937891,0.03988,0.000515,77.423256
1419.939062,0.039946,0.000513,77.830254
1419.940234,0.039941,0.000512,77.964996
1419.941406,0.03997,0.000513,77.83847
1419.942578,0.039953,0.000515,77.596855
1419.94375,0.039923,0.000515,77.570839
1419.944922,0.039924,0.000515,77.518494
1419.946094,0.039978,0.000515,77.679787
1419.947266,0.040017,0.000514,77.916084
1419.948437,0.040006,0.000514,77.860077
1419.949609,0.040015,0.000515,77.694382
1419.950781,0.040021,0.000515,77.759239
1419.951953,0.039932,0.000513,77.816315
1419.953125,0.039927,0.000513,77.892982
1419.954297,0.040026,0.000513,78.011772
1419.955469,0.039991,0.000513,77.906769
1419.956641,0.039988,0.000514,77.805702
1419.957813,0.039988,0.000514,77.765732
1419.958984,0.039986,0.000514,77.807457
1419.960156,0.040012,0.000514,77.84037
1419.961328,0.040133,0.000515,77.951889
1419.9625,0.040175,0.000514,78.118111
1419.963672,0.040047,0.000514,77.891403
1419.964844,0.039981,0.000514,77.810295
1419.966016,0.039893,0.000513,77.720596
1419.967187,0.039874,0.000514,77.525871
1419.968359,0.040012,0.000515,77.637299
1419.969531,0.040109,0.000515,77.832443
1419.970703,0.040145,0.000515,77.944321
1419.971875,0.040107,0.000514,78.047592
1419.973047,0.040024,0.000513,77.978691
1419.974219,0.03995,0.000514,77.786598
1419.975391,0.039943,0.000514,77.646034
1419.976562,0.039993,0.000514,77.749855
1419.977734,0.03999,0.000514,77.816505
1419.978906,0.040015,0.000513,77.941536
1419.980078,0.040039,0.000514,77.906532
1419.98125,0.039965,0.000514,77.70417
1419.982422,0.039968,0.000515,77.588234
1419.983594,0.040032,0.000516,77.526527
1419.984766,0.040006,0.000516,77.484306
1419.985937,0.040032,0.000515,77.712845
1419.987109,0.040157,0.000514,78.098297
1419.988281,0.040079,0.000513,78.103577
1419.989453,0.040012,0.000513,77.930588
1419.990625,0.040068,0.000514,77.962662
1419.991797,0.040157,0.000514,78.079178
1419.992969,0.040275,0.000515,78.277267
1419.994141,0.040181,0.000514,78.112335
1419.995312,0.040051,0.000515,77.758018
1419.996484,0.040032,0.000516,77.645126
1419.997656,0.039975,0.000514,77.739685
1419.998828,0.040002,0.000515,77.657799
1420,0.040025,0.000518,77.336662
1420.001172,0.040024,0.000515,77.733955
1420.002344,0.040027,0.000514,77.913246
1420.003516,0.040013,0.000513,77.947556
1420.004688,0.040018,0.000512,78.18663
1420.005859,0.040013,0.000511,78.302338
1420.007031,0.040002,0.000512,78.186859
1420.008203,0.039963,0.000511,78.261734
1420.009375,0.039954,0.00051,78.289368
1420.010547,0.039994,0.000511,78.327606
1420.011719,0.040088,0.000511,78.435219
1420.012891,0.040129,0.000512,78.30471
1420.014062,0.040111,0.000513,78.151421
1420.015234,0.040001,0.000513,77.985756
1420.016406,0.039925,0.000513,77.834023
1420.017578,0.039911,0.000513,77.791466
1420.01875,0.039938,0.000513,77.920616
1420.019922,0.039945,0.000512,78.043449
1420.021094,0.039876,0.000512,77.85067
1420.022266,0.039803,0.000511,77.880371
1420.023438,0.039869,0.000511,78.075279
1420.024609,0.039902,0.000511,78.068085
1420.025781,0.039942,0.000512,78.083076
1420.026953,0.039983,0.000512,78.104881
1420.028125,0.03996,0.000512,77.980003
1420.029297,0.039906,0.000513,77.856712
1420.030469,0.039938,0.000513,77.910378
1420.031641,0.039876,0.000513,77.780815
1420.032812,0.039846,0.000512,77.835518
1420.033984,0.039914,0.000511,78.088928
1420.035156,0.03992,0.000512,77.966675
1420.036328,0.039884,0.000513,77.759018
1420.0375,0.039954,0.000512,77.985748
1420.038672,0.039879,0.000512,77.957565
1420.039844,0.039742,0.000511,77.789017
1420.041016,0.039757,0.000511,77.762886
1420.042187,0.039789,0.000511,77.888367
1420.043359,0.039721,0.000509,77.991776
1420.044531,0.039692,0.000509,77.915825
1420.045703,0.039688,0.00051,77.869156
1420.046875,0.039676,0.000508,78.027504
1420.048047,0.039741,0.000507,78.327263
1420.049219,0.039755,0.000509,78.175003
1420.050391,0.039678,0.00051,77.858391
1420.051563,0.039555,0.00051,77.590286
1420.052734,0.039608,0.000509,77.849525
1420.053906,0.039683,0.000508,78.147209
1420.055078,0.039676,0.000508,78.095772
1420.05625,0.039681,0.000508,78.07753
1420.057422,0.039683,0.000507,78.241348
1420.058594,0.039614,0.000506,78.268127
1420.059766,0.039635,0.000507,78.222672
1420.060937,0.039723,0.000508,78.252609
1420.062109,0.039714,0.000508,78.183525
1420.063281,0.039581,0.000508,77.972748
1420.064453,0.039494,0.000506,78.03521
1420.065625,0.039514,0.000505,78.251747
1420.066797,0.039547,0.000506,78.227562
1420.067969,0.039416,0.000505,78.097939
1420.069141,0.039331,0.000504,78.074997
1420.070312,0.039437,0.000504,78.202995
1420.071484,0.039505,0.000505,78.255913
1420.072656,0.039433,0.000505,78.12944
1420.073828,0.039426,0.000505,78.096497
1420.075,0.0394,0.000505,77.947327
1420.076172,0.039347,0.000505,77.910851
1420.077344,0.039444,0.000504,78.188637
1420.078516,0.039491,0.000504,78.309685
1420.079687,0.03941,0.000503,78.297974
1420.080859,0.039368,0.000502,78.425018
1420.082031,0.039369,0.000502,78.403496
1420.083203,0.039332,0.000503,78.188843
1420.084375,0.039218,0.000503,77.922836
1420.085547,0.039181,0.000504,77.761681
1420.086719,0.039235,0.000503,77.926758
1420.087891,0.039241,0.000503,77.989204
1420.089062,0.039164,0.000503,77.870735
1420.090234,0.039118,0.000502,77.914352
1420.091406,0.039102,0.000501,78.111748
1420.092578,0.039086,0.0005,78.198959
1420.09375,0.039028,0.0005,78.086517
1420.094922,0.039054,0.0005,78.069672
1420.096094,0.039111,0.000501,78.045723
1420.097266,0.039081,0.000501,77.947159
1420.098438,0.039022,0.0005,78.069115
1420.099609,0.038985,0.0005,78.038536
1420.100781,0.038973,0.000499,78.065453
1420.101953,0.038983,0.000499,78.17437
1420.103125,0.03904,0.000499,78.256325
1420.104297,0.038996,0.000498,78.252022
1420.105469,0.038905,0.000498,78.159866
1420.106641,0.038955,0.000497,78.34816
1420.107812,0.038946,0.000497,78.283936
1420.108984,0.038905,0.000497,78.206383
1420.110156,0.038881,0.000497,78.300117
1420.111328,0.038779,0.000494,78.434555
1420.1125,0.038711,0.000495,78.212181
1420.113672,0.038698,0.000497,77.837532
1420.114844,0.038794,0.000496,78.208717
1420.116016,0.038877,0.000495,78.586746
1420.117188,0.0389,0.000494,78.682266
1420.118359,0.038879,0.000494,78.735634
1420.119531,0.038815,0.000495,78.420166
1420.120703,0.038704,0.000495,78.13369
1420.121875,0.038654,0.000494,78.271477
1420.123047,0.038654,0.000493,78.475342
1420.124219,0.038613,0.000494,78.198059
1420.125391,0.038612,0.000495,77.9561
1420.126562,0.038611,0.000496,77.917084
1420.127734,0.038538,0.000494,77.946991
1420.128906,0.03837,0.000493,77.750778
1420.130078,0.038341,0.000494,77.685013
1420.13125,0.038448,0.000493,77.955917
1420.132422,0.038498,0.000492,78.31517
1420.133594,0.038496,0.000491,78.444878
1420.134766,0.038541,0.000492,78.368179
1420.135937,0.038511,0.000493,78.185776
1420.137109,0.038363,0.000491,78.107101
1420.138281,0.038283,0.00049,78.127052
1420.139453,0.03832,0.00049,78.138931
1420.140625,0.038317,0.00049,78.253708
1420.141797,0.038305,0.000488,78.43383
1420.142969,0.038284,0.000488,78.417915
1420.144141,0.038262,0.000488,78.395721
1420.145313,0.038241,0.000488,78.364182
1420.146484,0.03813,0.000488,78.098022
1420.147656,0.0381,0.000488,78.090996
1420.148828,0.038066,0.000487,78.125259
1420.15,0.038071,0.000487,78.141876
1420.151172,0.03805,0.000487,78.162041
1420.152344,0.038063,0.000485,78.409668
1420.153516,0.038068,0.000485,78.520691
1420.154687,0.038013,0.000486,78.283607
1420.155859,0.038041,0.000485,78.377747
1420.157031,0.038039,0.000485,78.403862
1420.158203,0.038003,0.000485,78.317444
1420.159375,0.03792,0.000486,78.091682
1420.160547,0.037813,0.000485,77.921394
1420.161719,0.037769,0.000485,77.798042
1420.162891,0.037801,0.000485,77.931313
1420.164062,0.037787,0.000482,78.345413
1420.165234,0.037701,0.000482,78.247536
1420.166406,0.037606,0.000483,77.914612
1420.167578,0.037636,0.000481,78.172615
1420.16875,0.037725,0.000481,78.389374
1420.169922,0.037773,0.000481,78.469017
1420.171094,0.037696,0.000481,78.301323
1420.172266,0.037583,0.000481,78.056839
1420.173437,0.037678,0.00048,78.518402
1420.174609,0.037774,0.000478,78.989326
1420.175781,0.03772,0.000479,78.814049
1420.176953,0.037674,0.000479,78.678764
1420.178125,0.03756,0.000478,78.578606
1420.179297,0.037512,0.000477,78.574303
1420.180469,0.037548,0.000477,78.699646
1420.181641,0.037522,0.000477,78.5914
1420.182812,0.037421,0.000477,78.495789
1420.183984,0.037342,0.000475,78.653801
1420.185156,0.037352,0.000475,78.669281
1420.186328,0.03738,0.000476,78.593071
1420.1875,0.037361,0.000476,78.454247
1420.188672,0.037311,0.000476,78.452469
1420.189844,0.037205,0.000475,78.321907
1420.191016,0.03716,0.000475,78.268593
1420.192188,0.037196,0.000474,78.550354
1420.193359,0.03714,0.000473,78.538521
1420.194531,0.037073,0.000472,78.480225
1420.195703,0.037052,0.000472,78.574158
1420.196875,0.03708,0.000473,78.476311
1420.198047,0.037217,0.000475,78.296898
1420.199219,0.037238,0.000478,77.903458
1420.200391,0.037099,0.000479,77.46006
1420.201562,0.036921,0.000475,77.673164
1420.202734,0.036908,0.000472,78.156265
1420.203906,0.037017,0.000472,78.414917
1420.205078,0.036965,0.000471,78.420403
1420.20625,0.036918,0.000471,78.41024
1420.207422,0.036962,0.000471,78.429443
1420.208594,0.036874,0.000471,78.358002
1420.209766,0.036851,0.00047,78.438843
1420.210938,0.036814,0.000471,78.215378
1420.212109,0.036751,0.000472,77.899719
1420.213281,0.036828,0.00047,78.319992
1420.214453,0.036814,0.000468,78.5942
1420.215625,0.036716,0.000467,78.5709
1420.216797,0.036727,0.000468,78.523529
1420.217969,0.036752,0.000468,78.588043
1420.219141,0.036692,0.000468,78.425156
1420.220312,0.036661,0.000469,78.228798
1420.221484,0.036629,0.00047,77.950813
1420.222656,0.036595,0.000469,77.95504
1420.223828,0.036591,0.000467,78.329201
1420.225,0.036577,0.000466,78.522659
1420.226172,0.036473,0.000464,78.524368
1420.227344,0.036429,0.000464,78.500023
1420.228516,0.036495,0.000465,78.474556
1420.229687,0.036515,0.000465,78.532204
1420.230859,0.036468,0.000464,78.51342
1420.232031,0.036422,0.000464,78.55275
1420.233203,0.03642,0.000463,78.627518
1420.234375,0.036439,0.000463,78.710312
1420.235547,0.036365,0.000462,78.729126
1420.236719,0.036221,0.000461,78.562019
1420.237891,0.03618,0.000462,78.300812
1420.239063,0.036256,0.000463,78.289246
1420.240234,0.036228,0.000463,78.162788
1420.241406,0.03617,0.000462,78.23555
1420.242578,0.036147,0.000462,78.311806
1420.24375,0.036046,0.000461,78.122391
1420.244922,0.036002,0.00046,78.2006
1420.246094,0.03606,0.00046,78.321869
1420.247266,0.036101,0.000461,78.347336
1420.248437,0.036074,0.00046,78.3414
1420.249609,0.036014,0.00046,78.22641
1420.250781,0.035952,0.00046,78.192726
1420.251953,0.035948,0.000459,78.362885
1420.253125,0.035866,0.000458,78.268875
1420.254297,0.035803,0.000458,78.208107
1420.255469,0.035804,0.000458,78.190483
1420.256641,0.03578,0.000458,78.204567
1420.257812,0.035715,0.000458,78.043533
1420.258984,0.035693,0.000458,77.993408
1420.260156,0.035668,0.000457,78.014313
1420.261328,0.035694,0.000457,78.17865
1420.2625,0.035805,0.000456,78.494774
1420.263672,0.035751,0.000456,78.405716
1420.264844,0.03572,0.000456,78.295044
1420.266016,0.035684,0.000455,78.429924
1420.267187,0.035621,0.000454,78.526009
1420.268359,0.035697,0.000454,78.703339
1420.269531,0.035678,0.000454,78.644485
1420.270703,0.035606,0.000453,78.51548
1420.271875,0.035596,0.000453,78.573059
1420.273047,0.035601,0.000452,78.743256
1420.274219,0.035583,0.000451,78.821136
1420.275391,0.035571,0.000452,78.684059
1420.276562,0.035524,0.000453,78.368538
1420.277734,0.035414,0.000453,78.136353
1420.278906,0.035381,0.000453,78.172012
1420.280078,0.035422,0.000452,78.293251
1420.28125,0.035445,0.000452,78.360428
1420.282422,0.035395,0.000451,78.464775
1420.283594,0.035327,0.00045,78.560516
1420.284766,0.035421,0.000449,78.831009
1420.285938,0.035496,0.000451,78.695297
1420.287109,0.035466,0.000451,78.602341
1420.288281,0.035466,0.000451,78.72551
1420.289453,0.035364,0.00045,78.604134
1420.290625,0.035271,0.000449,78.603401
1420.291797,0.035294,0.000449,78.634315
1420.292969,0.03529,0.00045,78.419792
1420.294141,0.035274,0.00045,78.447807
1420.295312,0.035194,0.000449,78.307159
1420.296484,0.03516,0.00045,78.182587
1420.297656,0.03513,0.000449,78.161217
1420.298828,0.035122,0.000447,78.503761
1420.3,0.035222,0.000446,78.994797
1420.301172,0.035265,0.000446,78.986557
1420.302344,0.035186,0.000447,78.745049
1420.303516,0.035154,0.000447,78.721672
1420.304688,0.035128,0.000447,78.582634
1420.305859,0.035028,0.000448,78.26519
1420.307031,0.034959,0.000447,78.195465
1420.308203,0.034875,0.000447,78.07695
1420.309375,0.034827,0.000447,77.985329
1420.310547,0.034896,0.000446,78.166763
1420.311719,0.034978,0.000447,78.316322
1420.312891,0.035036,0.000446,78.499146
1420.314062,0.035044,0.000446,78.62664
1420.315234,0.035062,0.000446,78.678009
1420.316406,0.035056,0.000445,78.746315
1420.317578,0.035021,0.000445,78.782471
1420.31875,0.035005,0.000444,78.885086
1420.319922,0.034881,0.000443,78.715576
1420.321094,0.034796,0.000444,78.436836
1420.322266,0.034793,0.000444,78.383347
1420.323437,0.034939,0.000443,78.849762
1420.324609,0.034999,0.000443,79.080536
1420.325781,0.034892,0.000443,78.845177
1420.326953,0.034834,0.000443,78.708092
1420.328125,0.034856,0.000443,78.660698
1420.329297,0.034892,0.000443,78.699287
1420.330469,0.034896,0.000444,78.58989
1420.331641,0.034847,0.000444,78.562836
1420.332813,0.034736,0.000443,78.395988
1420.333984,0.034717,0.000442,78.502983
1420.335156,0.034788,0.000441,78.814789
1420.336328,0.034788,0.000441,78.814499
1420.3375,0.034827,0.000442,78.811638
1420.338672,0.034905,0.000442,79.019478
1420.339844,0.034827,0.000441,78.885109
1420.341016,0.034723,0.000442,78.555161
1420.342187,0.034697,0.000443,78.403
1420.343359,0.034708,0.000443,78.43528
1420.344531,0.034832,0.000442,78.803413
